教科書名,学年,節,単元,単語,意味
New Crown,中2,6,5,car,車
New Crown,中2,6,5,lucky,運のよい
New Crown,中2,6,5,excellent,たいへんよい
New Crown,中2,6,5,explain(ed),説明する
New Crown,中2,6,5,certainly,確かに
New Crown,中2,6,5,worth,･･･の価値がある
New Crown,中2,6,5,introduce,教える、紹介する
New Crown,中2,6,5,cuisine,料理
New Crown,中2,6,5,recipe,レシピ
New Crown,中2,6,5,sauce,ソース
New Crown,中2,6,5,arrange,整える
New Crown,中2,6,5,beautifully,美しく
New Crown,中2,6,5,chance,機会
New Crown,中2,6,5,skill(s),技術
New Crown,中2,6,5,Vietnam,ベトナム（国）
New Crown,中2,6,5,technique(s),技術
New Crown,中2,6,5,unforgettable,忘れられない
New Crown,中2,6,5,knowledgeable,よく知っている
New Crown,中1,6,5,local,地元の
New Crown,中1,6,5,farmer,農家
New Crown,中1,6,5,stand,屋台
New Crown,中1,6,5,specialize,専門に扱う
New Crown,中1,6,5,handmade,手作りの
New Crown,中1,6,5,candle,ろうそく
New Crown,中1,6,5,organic,有機栽培の
New Crown,中1,6,5,soap,せっけん
New Crown,中1,6,5,support,支援する
New Crown,中1,6,7,noon,正午
New Crown,中1,6,7,feel,感じる
New Crown,中1,6,7,headache,頭痛
New Crown,中1,6,7,sick,気分が悪い
New Crown,中1,6,7,find,見つける
New Crown,中1,6,7,bench,ベンチ
New Crown,中1,6,7,matter,問題
New Crown,中1,6,7,rest,休憩
New Crown,中1,6,7,stomachache,腹痛
New Crown,中1,6,7,dizzy,めまいがする
New Crown,中1,6,7,fever,熱
New Crown,中1,6,7,ankle,足首
New Crown,中1,6,7,twisted,ねんざした
New Crown,中1,6,7,sit,座る
New Crown,中1,6,7,down,下に
New Crown,中3,7,1,machine,機械
New Crown,中3,7,1,exactly,"まさしく, その通り"
New Crown,中2,7,1,I've,I haveの短縮形
New Crown,中2,7,1,seen,seeの過去分詞
New Crown,中2,7,1,decoration,飾り
New Crown,中2,7,1,Chinatown,中華街
New Crown,中2,7,1,been,beの過去分詞
New Crown,中2,7,1,cutout(s),切り抜き
New Crown,中2,7,1,dragon(s),竜
New Crown,中2,7,1,express,表現する
New Crown,中2,7,1,happiness,幸福
New Crown,中2,7,1,put on,～の上に置く
New Crown,中2,7,1,fold(ing),折りたたむこと
New Crown,中2,7,1,door(s),ドア
New Crown,中1,7,1,join,参加する
New Crown,中1,7,1,athlete,運動選手
New Crown,中1,7,1,spirit,精神
New Crown,中1,7,1,get,得る
New Crown,中1,7,1,award,賞
New Crown,中1,7,1,program,プログラム
New Crown,中1,7,1,Paralympics,パラリンピック競技会
New Crown,中1,7,1,start,始める
New Crown,中1,7,1,age,年齢
New Crown,中1,7,1,goal,目標
New Crown,中1,7,1,set,設定する
New Crown,中1,7,1,shoot,シュートする
New Crown,中1,7,1,quickly,速く
New Crown,中1,7,1,reach,到達する
New Crown,中1,7,1,finally,ついに
New Crown,中1,7,1,become,〜になる
New Crown,中1,7,1,advice,アドバイス
New Crown,中1,7,1,score,得点する
New Crown,中1,7,1,shooter,シュートする人
New Crown,中1,7,1,hand,手
New Crown,中3,7,2,wing(s),翼
New Crown,中3,7,2,cleaning,そうじ
New Crown,中3,7,2,encourage ... to ~,...に～するよう促す
New Crown,中3,7,2,healthy,健康的な
New Crown,中3,7,2,escalator,エスカレーター
New Crown,中3,7,2,so that ...,...するために
New Crown,中2,7,2,ever,これまで、かつて
New Crown,中2,7,2,flowering,花が咲くこと
New Crown,中2,7,2,haven't,have notの短縮形
New Crown,中2,7,2,golf,ゴルフ
New Crown,中2,7,2,add,加える
New Crown,中2,7,2,come out,出てくる
New Crown,中2,7,2,bloom(ing),(花が)咲くこと
New Crown,中2,7,2,glass,ガラス
New Crown,中2,7,2,pot,ポット、つぼ
New Crown,中2,7,2,smell(s),においがする
New Crown,中1,7,2,do,する
New Crown,中1,7,2,magazine,雑誌
New Crown,中1,7,2,yesterday,昨日
New Crown,中1,7,2,successful,成功した
New Crown,中1,7,2,copy,模倣する
New Crown,中1,7,2,style,スタイル
New Crown,中1,7,2,but,しかし
New Crown,中1,7,2,could,できた
New Crown,中1,7,2,change,変える
New Crown,中1,7,2,mind,心、考え
New Crown,中1,7,2,focus,集中する
New Crown,中1,7,2,anymore,もはや〜ない
New Crown,中1,7,2,way,方法
New Crown,中1,7,2,all-around,万能の
New Crown,中3,7,3,line up,並べる
New Crown,中3,7,3,footprint,足跡
New Crown,中3,7,3,sticker(s),ステッカー
New Crown,中3,7,3,nervous,緊張して
New Crown,中3,7,3,neatly,きちんと
New Crown,中3,7,3,past,過去
New Crown,中3,7,3,truth,真実
New Crown,中3,7,3,period,時代
New Crown,中3,7,3,grandchildren,孫たち
New Crown,中3,7,3,Mars,火星
New Crown,中3,7,3,satisfy,満足させる
New Crown,中3,7,3,litter,ごみ
New Crown,中3,7,3,narrow,狭い
New Crown,中3,7,3,front,正面
New Crown,中3,7,3,in front of ...,...の前に
New Crown,中3,7,3,parking,駐車場
New Crown,中3,7,3,appear(ed),現れる
New Crown,中3,7,3,private,私的な
New Crown,中3,7,3,privacy,プライバシー
New Crown,中2,7,3,told,tellの過去形・過去分詞
New Crown,中2,7,3,coach,コーチ
New Crown,中2,7,3,captain,キャプテン
New Crown,中2,7,3,proud,誇りに思って
New Crown,中2,7,3,frightened,おびえた
New Crown,中2,7,3,relieved,安心した
New Crown,中2,7,3,worried,心配した
New Crown,中2,7,3,visitor(s),訪問者
New Crown,中2,7,3,overseas,海外の、海外へ
New Crown,中2,7,3,fan,扇、うちわ
New Crown,中2,7,3,stamp,切手、はんこ
New Crown,中2,7,3,expensive,高価な
New Crown,中2,7,3,cheap,安い
New Crown,中2,7,3,chopstick(s),箸
New Crown,中1,7,3,people,人々
New Crown,中1,7,3,Olympic,オリンピックの
New Crown,中1,7,3,its,その
New Crown,中1,7,3,energy,元気、力
New Crown,中1,7,3,amazing,みごとな
New Crown,中1,7,3,trick,技
New Crown,中1,7,3,hug,抱きしめる
New Crown,中1,7,3,rival,競争相手
New Crown,中1,7,3,even,〜でさえ
New Crown,中1,7,3,cheer,声援する
New Crown,中1,7,3,again,もう一度
New Crown,中1,7,3,succeed,成功する
New Crown,中1,7,3,themselves,彼(女)ら自身
New Crown,中1,7,3,only,ただ〜だけ
New Crown,中1,7,3,victory,勝利
New Crown,中1,7,3,learn,学ぶ
New Crown,中1,7,3,skateboarder,スケートボーダー
New Crown,中1,7,3,try,試す
New Crown,中1,7,3,curling,カーリング
New Crown,中1,7,3,Olympics,国際オリンピック競技会
New Crown,中1,7,3,national,国の
New Crown,中1,7,3,make,作る
New Crown,中1,7,3,shot,ショット
New Crown,中1,7,3,teammate,チームメイト
New Crown,中1,7,3,bad,悪い
New Crown,中1,7,3,give,与える、する
New Crown,中1,7,3,show,示す
New Crown,中1,7,3,positive,積極的な
New Crown,中1,7,3,communication,コミュニケーション
New Crown,中1,7,3,high five,ハイタッチ
New Crown,中1,7,3,help,助ける
New Crown,中3,7,4,habitat,すみか
New Crown,中3,7,4,delicate,繊細な
New Crown,中3,7,4,path,歩道
New Crown,中3,7,4,space,場所
New Crown,中3,7,4,guideline(s),指針
New Crown,中3,7,4,package,パッケージセット
New Crown,中3,7,4,inn,宿屋
New Crown,中3,7,4,resort,行楽地
New Crown,中3,7,4,transportation,交通機関
New Crown,中3,7,4,lift,スキー場のリフト
New Crown,中3,7,4,equipment,用具
New Crown,中3,7,4,lodge,山小屋
New Crown,中3,7,4,hotel,ホテル
New Crown,中3,7,4,indoor,室内の
New Crown,中2,7,4,cloth,布
New Crown,中2,7,4,pretty,きれいな
New Crown,中2,7,4,wrap,包む
New Crown,中2,7,4,anyone,だれでも
New Crown,中2,7,4,toy,おもちゃ
New Crown,中2,7,4,tiny,とても小さい
New Crown,中2,7,4,valuable,高価な
New Crown,中2,7,4,vase,花びん
New Crown,中2,7,4,huge,巨大な
New Crown,中2,7,4,present,贈り物
New Crown,中2,7,4,wrapping,包装紙
New Crown,中2,7,4,pattern(s),模様
New Crown,中2,7,4,toilet paper,トイレットペーパー
New Crown,中2,7,4,doll,人形
New Crown,中2,7,4,traditional toy,伝統的なおもちゃ
New Crown,中2,7,4,handmade,手作りの
New Crown,中2,7,4,colorful,色彩に富んだ
New Crown,中2,7,4,a present for,～のための贈り物
New Crown,中1,7,4,twice,2回
New Crown,中1,7,4,kilometer,キロメートル
New Crown,中1,7,4,ax,おの
New Crown,中1,7,4,coat,コート
New Crown,中1,7,4,clothes,衣服
New Crown,中1,7,4,build,建てる
New Crown,中1,7,4,honey,はちみつ
New Crown,中1,7,4,meter,メートル
New Crown,中1,7,4,topic,話題
New Crown,中1,7,4,robot,ロボット
New Crown,中1,7,4,apply,申し込む
New Crown,中1,7,4,describe,説明する
New Crown,中1,7,4,form,申し込み用紙
New Crown,中1,7,4,include,含む
New Crown,中1,7,4,creative,創造的な
New Crown,中1,7,4,size,大きさ
New Crown,中1,7,4,automatically,自動的に
New Crown,中1,7,4,heat,温める
New Crown,中1,7,4,lot,たくさん
New Crown,中1,7,4,electricity,電気
New Crown,中1,7,4,gram,グラム
New Crown,中1,7,4,remove,取り除く
New Crown,中1,7,4,dust,ほこり
New Crown,中1,7,4,floor,床
New Crown,中1,7,4,stair,階段
New Crown,中1,7,4,trash,ごみ
New Crown,中1,7,4,climb,登る
New Crown,中1,7,4,fly,飛ぶ
New Crown,中1,7,4,care,世話
New Crown,中1,7,4,tall,背が高い
New Crown,中1,7,4,window,窓
New Crown,中1,7,4,tree,木
New Crown,中1,7,4,teacher,先生
New Crown,中2,7,5,glad,うれしい
New Crown,中2,7,5,sail,航海する
New Crown,中2,7,5,solo,単独で
New Crown,中2,7,5,realize,実感する
New Crown,中2,7,5,adventurer,冒険家
New Crown,中2,7,5,sleeping,眠っていること
New Crown,中2,7,5,desert,砂漠
New Crown,中2,7,5,doubt,疑い
New Crown,中2,7,5,knife,ナイフ
New Crown,中1,7,5,pocket,ポケット
New Crown,中1,7,5,late,遅れた
New Crown,中1,7,5,into,･･･の中へ
New Crown,中1,7,5,hole,穴
New Crown,中1,7,5,follow,ついて行く
New Crown,中1,7,5,wall,へい
New Crown,中1,7,5,said,say の過去形
New Crown,中1,7,5,say,言う
New Crown,中1,7,5,Wonderland,不思議の国
New Crown,中1,7,5,name,名前
New Crown,中1,7,5,mean,意味する
New Crown,中1,7,5,something,何か
New Crown,中1,7,5,ask,たずねる
New Crown,中1,7,5,Of course,もちろん
New Crown,中1,7,5,belt,ベルト
New Crown,中1,7,5,tie,ネクタイ
New Crown,中1,7,5,around,･･･のまわりに
New Crown,中1,7,5,neck,首
New Crown,中1,7,5,lovely,かわいい
New Crown,中1,7,5,anyway,ところで
New Crown,中1,7,5,careful,注意深い
New Crown,中1,7,5,sat,sit の過去形
New Crown,中1,7,5,terrible,ひどい
New Crown,中1,7,5,cried,叫ぶ
New Crown,中1,7,5,hate,ひどく嫌う
New Crown,中1,7,5,stop,やめる
New Crown,中3,8,1,prize,賞
New Crown,中3,8,1,accept(ed),受け入れる
New Crown,中3,8,1,bit,少し
New Crown,中3,8,1,talented,才能のある
New Crown,中3,8,1,keep up with ...,...に遅れずついていく
New Crown,中3,8,1,compare,比較する
New Crown,中3,8,1,besides,その上
New Crown,中3,8,1,do one's best,最善を尽くす
New Crown,中3,8,1,academy,学院、専門学校
New Crown,中2,8,1,yet,まだ
New Crown,中2,8,1,owner(s),所有者
New Crown,中2,8,1,performer(s),演者
New Crown,中2,8,1,stage,舞台
New Crown,中2,8,1,act,演じる
New Crown,中2,8,1,conversation(s),会話
New Crown,中2,8,1,facial,顔の
New Crown,中2,8,1,expression(s),表情
New Crown,中1,8,1,leaf,葉
New Crown,中1,8,1,garden,庭
New Crown,中1,8,1,light(s),光、明かり
New Crown,中1,8,1,airport,空港
New Crown,中1,8,1,boring,退屈な
New Crown,中1,8,1,surprised,驚いた
New Crown,中1,8,1,won,勝った
New Crown,中1,8,1,city,都市
New Crown,中1,8,1,travel(ed),旅行した
New Crown,中1,8,1,rode,乗った
New Crown,中1,8,1,along,～に沿って
New Crown,中1,8,1,colorful,色とりどりの
New Crown,中1,8,1,wore,着た
New Crown,中1,8,1,kimono(s),着物
New Crown,中1,8,1,across,～を横切って
New Crown,中1,8,1,tea ceremony,茶道
New Crown,中1,8,1,drank,飲んだ
New Crown,中3,8,2,textbook,教科書
New Crown,中3,8,2,research,研究
New Crown,中3,8,2,connection(s),つながり、関係
New Crown,中3,8,2,figure out,理解する
New Crown,中3,8,2,motivate ... to ~,...に～する気にさせる
New Crown,中3,8,2,deepen,深める
New Crown,中2,8,2,since,～以来
New Crown,中2,8,2,tool(s),道具
New Crown,中2,8,2,represent,表す
New Crown,中2,8,2,for example,例えば
New Crown,中2,8,2,begin,始める
New Crown,中1,8,2,radio,ラジオ
New Crown,中1,8,2,stay(ed),滞在した
New Crown,中1,8,2,held,開催した
New Crown,中1,8,2,quite,かなり
New Crown,中1,8,2,miss(ed),見逃した
New Crown,中1,8,2,wonderful,素晴らしい
New Crown,中3,8,3,organization,組織
New Crown,中3,8,3,serious,重大な
New Crown,中3,8,3,communicate,伝達する
New Crown,中3,8,3,medical,医療の
New Crown,中3,8,3,treatment(s),治療
New Crown,中3,8,3,patient(s),患者
New Crown,中3,8,3,clearly,明確に
New Crown,中3,8,3,understanding,理解
New Crown,中3,8,3,attention,注意
New Crown,中3,8,3,non-governmental,民間の
New Crown,中3,8,3,NGO,非政府組織
New Crown,中3,8,3,challenging,やりがいのある
New Crown,中3,8,3,architecture,建築学
New Crown,中3,8,3,upload,アップロードする
New Crown,中3,8,3,nod(ded),うなずく
New Crown,中3,8,3,recently,近ごろ
New Crown,中3,8,3,deeply,深く
New Crown,中3,8,3,stressed,ストレスのたまった
New Crown,中3,8,3,beforehand,前もって
New Crown,中3,8,3,expect,予期する
New Crown,中3,8,3,beauty,美しさ
New Crown,中3,8,3,offer,提案
New Crown,中3,8,3,exchange,取り交わす
New Crown,中3,8,3,chat,チャット
New Crown,中3,8,3,business,商売
New Crown,中3,8,3,international,国際的な
New Crown,中3,8,3,unexpected,思いがけない
New Crown,中2,8,3,question(s),質問
New Crown,中2,8,3,you've,you have
New Crown,中2,8,3,for a long time,長い間
New Crown,中2,8,3,perform(ing),演じる
New Crown,中2,8,3,United States,アメリカ合衆国
New Crown,中2,8,3,joke,冗談
New Crown,中2,8,3,sense,わかる心
New Crown,中2,8,3,humor,ユーモア
New Crown,中2,8,3,all over the world,世界中に（で）
New Crown,中2,8,3,abroad,外国で
New Crown,中2,8,3,united,連合した
New Crown,中2,8,3,nearly,ほとんど
New Crown,中2,8,3,difficulty,難しさ
New Crown,中2,8,3,difference(s),違い
New Crown,中2,8,3,manners,行儀、マナー
New Crown,中2,8,3,custom(s),習慣
New Crown,中2,8,3,opinion,意見
New Crown,中2,8,3,laughter,笑い
New Crown,中2,8,3,laugh,笑う
New Crown,中2,8,3,continue,続ける
New Crown,中2,8,3,lead,通じる
New Crown,中2,8,3,peaceful,平和な
New Crown,中2,8,3,pleasure,喜び
New Crown,中2,8,3,My pleasure.,どういたしまして。
New Crown,中1,8,3,souvenir,お土産
New Crown,中1,8,3,charm,お守り
New Crown,中1,8,3,forgot,忘れた
New Crown,中1,8,3,lonely,寂しい
New Crown,中1,8,3,luck,運
New Crown,中1,8,3,rainy,雨の
New Crown,中1,8,3,today,今日
New Crown,中1,8,3,hot spring,温泉
New Crown,中1,8,3,barbecue,バーベキュー
New Crown,中1,8,3,snow,雪
New Crown,中1,8,3,neighbor(s),近所の人
New Crown,中1,8,3,plane,飛行機
New Crown,中1,8,3,bus,バス
New Crown,中1,8,3,visit(ed),訪れた
New Crown,中3,8,4,joy,喜び
New Crown,中3,8,4,timetable,予定表
New Crown,中3,8,4,kid,子ども
New Crown,中3,8,4,quartet,カルテット
New Crown,中3,8,4,adult,おとな
New Crown,中3,8,4,per,...につき
New Crown,中3,8,4,coupon,クーポン券
New Crown,中3,8,4,attend,出席する
New Crown,中3,8,4,yearly,毎年の
New Crown,中3,8,4,weekday,平日
New Crown,中2,8,4,invite(d),招待する
New Crown,中2,8,4,be back,帰る
New Crown,中2,8,4,shelf,たな
New Crown,中2,8,4,poison,毒
New Crown,中2,8,4,worry,心配する
New Crown,中2,8,4,Don't worry.,心配しないで。
New Crown,中2,8,4,priest,僧
New Crown,中2,8,4,neighboring,近所の
New Crown,中2,8,4,pass,過ぎる
New Crown,中2,8,4,Shall we ...?,…しましょうか。
New Crown,中2,8,4,"Yes, let's.",そうしよう。
New Crown,中2,8,4,wipe,ふく
New Crown,中2,8,4,shut,閉める
New Crown,中2,8,4,take off,…を取り外す
New Crown,中2,8,4,stuff,もの
New Crown,中2,8,4,sugar,砂糖
New Crown,中2,8,4,eaten,eatの過去分詞
New Crown,中2,8,4,be in trouble,トラブルに巻き込まれている
New Crown,中2,8,4,Wait a minute.,ちょっと待って。
New Crown,中2,8,4,plate,皿
New Crown,中2,8,4,kid(ding),冗談を言う
New Crown,中2,8,4,You must be kidding.,冗談だろう。
New Crown,中2,8,4,ground,地面
New Crown,中2,8,4,believe,信じる
New Crown,中2,8,4,trust,信頼する
New Crown,中2,8,4,What's going on?,いったいどうしたんだ。
New Crown,中2,8,4,awful,とても悪い
New Crown,中2,8,4,precious,大切な
New Crown,中2,8,4,punish,罰する
New Crown,中2,8,4,ourselves,私たち自身を
New Crown,中2,8,4,ring(ing),鳴る
New Crown,中2,8,4,ear(s),耳
New Crown,中1,8,4,die(d),死んだ
New Crown,中1,8,4,war,戦争
New Crown,中1,8,4,remember,覚えている、思い出す
New Crown,中1,8,4,pray,祈る
New Crown,中1,8,4,peace,平和
New Crown,中1,8,4,silence,静寂
New Crown,中1,8,4,moment,瞬間
New Crown,中1,8,4,touch(ed),感動させた
New Crown,中1,8,4,purse,財布
New Crown,中1,8,4,match,試合
New Crown,中1,8,4,cafe,カフェ
New Crown,中1,8,4,college,大学
New Crown,中1,8,4,land,土地
New Crown,中1,8,4,anymore,これ以上
New Crown,中1,8,4,missing,行方不明の
New Crown,中1,8,4,happen,起こる
New Crown,中1,8,4,theater,劇場
New Crown,中1,8,4,ticket,チケット
New Crown,中1,8,4,genre,ジャンル
New Crown,中1,8,4,science fiction,空想科学映画
New Crown,中1,8,4,open,公開中
New Crown,中1,8,4,animation,アニメ映画
New Crown,中1,8,4,mystery,ミステリー
New Crown,中3,8,5,including,･･･を含めて
New Crown,中3,8,5,observe,観察する
New Crown,中3,8,5,flying,飛行(用)の
New Crown,中3,8,5,inspire,奮い立たせる
New Crown,中3,8,5,instance,例
New Crown,中3,8,5,academic,学問の
New Crown,中3,8,5,following,次の
New Crown,中3,8,5,clarify,明らかにする
New Crown,中3,8,5,method,方法
New Crown,中3,8,5,mimic,まねする
New Crown,中3,8,5,biomimetics,生態模倣技術
New Crown,中3,8,5,wallet,さいふ
New Crown,中3,8,5,engineer,技師
New Crown,中3,8,5,while,･･･する間に
New Crown,中3,8,5,stick,くっつく
New Crown,中3,8,5,clothing,衣類
New Crown,中3,8,5,fur,毛
New Crown,中3,8,5,closely,接近して
New Crown,中3,8,5,hook,かぎ
New Crown,中3,8,5,onto,･･･の上に
New Crown,中3,8,5,loop,輪
New Crown,中3,8,5,tunnel,トンネル
New Crown,中3,8,5,annoy,いらいらさせる
New Crown,中3,8,5,biomimetic,生態模倣技術を使った
New Crown,中3,8,5,fastener,留めるもの
New Crown,中3,8,6,speed,速度
New Crown,中3,8,6,pressure,圧力
New Crown,中3,8,6,inside,･･･の内側に
New Crown,中3,8,6,increase,増える
New Crown,中3,8,6,slow down,速度を落とす
New Crown,中3,8,6,himself,彼自身を
New Crown,中3,8,6,say to oneself,ひとりごとを言う
New Crown,中3,8,6,manage,何とかうまく･･･する
New Crown,中3,8,6,sudden,突然の
New Crown,中3,8,6,pointy,先のとがった
New Crown,中3,8,6,beak,くちばし
New Crown,中3,8,6,because of,･･･のために
New Crown,中3,8,6,dive,飛び込む
New Crown,中3,8,6,smoothly,なめらかに
New Crown,中3,8,6,splash,水しぶき
New Crown,中3,8,6,test,試す
New Crown,中3,8,6,imitate,模造する
New Crown,中3,8,6,lower,減らす
New Crown,中3,8,6,due to,･･･のために
New Crown,中3,8,6,nearby,近くに
New Crown,中3,8,6,traveler,旅行者
New Crown,中3,8,6,evolve,進化する
New Crown,中3,8,6,develop,発達させる
New Crown,中3,8,6,specific,特定の
New Crown,中3,8,6,adaptation,適応
New Crown,中3,8,6,seed,種
New Crown,中3,8,6,human,人間
New Crown,中3,8,6,engineering,工学
New Crown,中3,8,6,wisdom,知恵
New Crown,中3,8,6,broaden,広げる
New Crown,中1,9,1,will,～だろう、～するつもりだ
New Crown,中1,9,1,near,～の近くに
New Crown,中1,9,1,ocean,海
New Crown,中1,9,1,image,イメージ、印象
New Crown,中1,9,1,prepare(d),準備した
New Crown,中1,9,1,warm,温かい
New Crown,中1,9,1,tasty,おいしい
New Crown,中1,9,1,easily,簡単に
New Crown,中1,9,1,type(s),種類
New Crown,中1,9,1,tasteless,味のない
New Crown,中2,9,1,solution,解決法
New Crown,中2,9,1,Italian,イタリア人の
New Crown,中2,9,1,architect,建築家
New Crown,中2,9,1,northern,北部の
New Crown,中2,9,1,dramatic,劇的な
New Crown,中2,9,1,reality,現実
New Crown,中2,9,1,lack of ～,～の不足
New Crown,中2,9,1,accessible,入手しやすい
New Crown,中2,9,1,well,井戸
New Crown,中2,9,1,deal with,対処する
New Crown,中2,9,1,supply,供給
New Crown,中2,9,1,in honor of,敬意を表して
New Crown,中2,9,1,native to ~,～に特有の
New Crown,中2,9,1,process,過程
New Crown,中2,9,1,net,網
New Crown,中2,9,1,fog,霧
New Crown,中2,9,1,drop,しずく
New Crown,中2,9,1,bottom,底
New Crown,中2,9,1,rainwater,雨水
New Crown,中2,9,1,up to ~,最高~まで
New Crown,中2,9,1,liter,リットル
New Crown,中2,9,1,material,材料
New Crown,中2,9,1,fiber,繊維
New Crown,中2,9,1,anywhere,どこでも
New Crown,中2,9,1,thinking,考え方
New Crown,中1,9,2,recommend,勧める
New Crown,中1,9,2,familiar,よく知っている、なじみのある
New Crown,中1,9,2,probably,おそらく
New Crown,中1,9,2,scared,怖がって
New Crown,中1,9,2,disaster,災害
New Crown,中1,9,2,comfort,慰める
New Crown,中1,9,2,keep,保管する
New Crown,中1,9,2,instant,即席の
New Crown,中2,9,2,brief,簡単な
New Crown,中2,9,2,introduction,紹介
New Crown,中2,9,2,take a look at,見る
New Crown,中2,9,2,variety,種類
New Crown,中2,9,2,place,立場、役割
New Crown,中2,9,2,roots,起源
New Crown,中2,9,2,medicine,薬
New Crown,中2,9,2,later,あとで
New Crown,中2,9,2,active,活発な
New Crown,中2,9,2,come from～,～から生じる
New Crown,中2,9,2,humid,湿気の多い
New Crown,中2,9,2,age,熟成する
New Crown,中2,9,2,chat,おしゃべりする
New Crown,中2,9,2,over,しながら
New Crown,中2,9,2,process,過程
New Crown,中1,9,3,natural,自然の
New Crown,中1,9,3,frequently,しばしば
New Crown,中1,9,3,occur,起こる
New Crown,中1,9,3,everybody,だれでも
New Crown,中1,9,3,need(s),～が必要である
New Crown,中1,9,3,found,見つけた
New Crown,中1,9,3,example,例
New Crown,中1,9,3,invent(ed),発明した
New Crown,中1,9,3,pack,パック
New Crown,中1,9,3,addition,付け加えること
New Crown,中1,9,3,shelter(s),避難所
New Crown,中1,9,3,go bag(s),非常持ち出し袋
New Crown,中1,9,3,long-lasting,長持ちする
New Crown,中1,9,3,group,グループ
New Crown,中1,9,3,chose,選んだ
New Crown,中1,9,3,company,会社
New Crown,中1,9,3,region,地域
New Crown,中1,9,3,work(ed),働いた
New Crown,中1,9,3,important,重要な
New Crown,中1,9,3,part,役割、一部
New Crown,中1,9,3,bar(s),棒状のもの
New Crown,中1,9,3,put,入れる
New Crown,中2,9,3,fair,公平な
New Crown,中2,9,3,each other,互いに
New Crown,中2,9,3,inside,内側に
New Crown,中2,9,3,threw,throwの過去形
New Crown,中2,9,3,struggle,もがく
New Crown,中2,9,3,after a while,しばらくして
New Crown,中2,9,3,smile,ほほえむ
New Crown,中2,9,3,cheat,だます
New Crown,中2,9,3,liar,うそつき
New Crown,中1,9,4,picnic,ピクニック
New Crown,中1,9,4,worry,心配する
New Crown,中1,9,4,phone,電話
New Crown,中1,9,4,member,一員
New Crown,中1,9,4,party,パーティ
New Crown,中1,9,4,pianist,ピアニスト
New Crown,中1,9,4,sunny,晴れの
New Crown,中1,9,4,holiday,祝日、休日
New Crown,中1,9,4,cloudy,くもった
New Crown,中1,9,4,clear,よく晴れた
New Crown,中1,9,4,high,最高気温
New Crown,中1,9,4,degree(s),度
New Crown,中1,9,4,low,最低気温
New Crown,中1,9,4,bad news,悪い知らせ
New Crown,中1,9,4,rain,雨が降る
New Crown,中1,9,4,once,かつて、一度
New Crown,中1,9,4,upon,～の上に
New Crown,中1,9,4,children,子供たち
New Crown,中1,9,4,turtle,カメ
New Crown,中1,9,4,few,少数の
New Crown,中1,9,4,came,来た (comeの過去形)
New Crown,中1,9,4,village,村
New Crown,中1,9,4,everything,すべてのこと
New Crown,中1,9,4,villager,村人
New Crown,中1,9,4,respond(ed),応答した
New Crown,中1,9,4,disappear(ed),消えた
New Crown,中1,9,4,ago,～前に
New Crown,中1,9,4,empty,空の
New Crown,中1,9,4,smoke,煙
New Crown,中1,9,4,bully(ing),いじめること
New Crown,中1,9,4,welcome(d),歓迎した
New Crown,中1,9,4,woman,女性
New Crown,中1,9,4,collect(ed),集めた
New Crown,中1,9,4,wood,木材
New Crown,中1,9,4,plant(s),植物
New Crown,中1,9,4,forest,森
New Crown,中1,9,4,bamboo,竹
New Crown,中1,9,4,"shine, shining",輝く、輝いている
New Crown,中1,9,4,wife,妻
New Crown,中1,9,4,together,一緒に
New Crown,中1,9,4,poor,貧しい
New Crown,中1,9,4,grew,成長した (growの過去形)
New Crown,中1,9,4,soon,すぐに
New Crown,中1,9,4,full,満ちた
New Crown,中1,9,4,special,特別な
New Crown,中1,9,4,moon,月
New Crown,中1,9,6,cut,切る
New Crown,中1,9,6,slimy,ぬるぬるした
New Crown,中1,9,6,sorry,ごめんなさい
New Crown,中1,9,6,busy,忙しい
New Crown,中1,9,6,fire,火
New Crown,中1,9,7,island,島
New Crown,中1,9,7,bright,輝く
New Crown,中1,9,7,dry,乾いた
New Crown,中1,9,7,crop(s),農作物
New Crown,中1,9,7,young,若い
New Crown,中1,9,7,wise,賢い
New Crown,中1,9,7,thunder,雷
New Crown,中1,9,7,sleep(ing),眠っている
New Crown,中1,9,7,noise,物音
New Crown,中1,9,7,sun,太陽
New Crown,中1,9,7,large,大きい
New Crown,中1,9,7,stone(s),石
New Crown,中1,9,7,push,押す
New Crown,中1,9,7,roll,ころがる
New Crown,中1,9,7,ready,用意ができて
New Crown,中1,9,7,rumble(d),ゴロゴロと進んだ
New Crown,中1,9,7,woke,目を覚ました (wakeの過去形)
New Crown,中1,9,7,happen(ing),起こる
New Crown,中1,9,7,beat,打つ
New Crown,中1,9,7,cloud(s),雲
New Crown,中1,9,7,cover(ed),おおった
New Crown,中1,9,7,sky,空
New Crown,中1,9,7,lightning,いなずま
New Crown,中1,9,7,boom,ブーンという音
New Crown,中1,9,7,celebrate(d),祝った
New Crown,中1,9,7,lit,明かりをつけた (lightの過去形)
New Crown,中1,9,7,job,仕事
New Horizon,中1,0,1,nice,素敵な、良い
New Horizon,中1,0,1,meet,会う
New Horizon,中1,0,1,you,あなた（たち）は、あなた（たち）を
New Horizon,中1,0,1,good,良い
New Horizon,中1,0,1,morning,朝
New Horizon,中1,0,1,my,私の
New Horizon,中1,0,1,name,名前
New Horizon,中1,0,1,hello,こんにちは
